x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.1,1/1/16 0:00,BC,2016,1,1,-2.3,,-5.5,,1,,0,,0,,0,,0,,,,,,0,,20.3,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.2,1/2/16 0:00,BC,2016,1,2,-2.3,,-5,,0.5,,0,,0,,0,,0,,,,,,0,,20.3,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.3,1/3/16 0:00,BC,2016,1,3,-2.5,,-5,,0,,0,T,0,,0,T,0,,,,,,0,,20.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.4,1/4/16 0:00,BC,2016,1,4,-0.5,,-2,,1,,0,,0,,0,,0,,,,,,0,,18.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.5,1/5/16 0:00,BC,2016,1,5,1.8,,-1.5,,5,,12.2,,12.2,,0,,0,,,,,,0,,16.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.6,1/6/16 0:00,BC,2016,1,6,3.3,,0.5,,6,,0,,0,,0,,0,,,,,,0,,14.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.7,1/7/16 0:00,BC,2016,1,7,0.5,,-1,,2,,0,,0,,0,,0,,,,,,0,,17.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.8,1/8/16 0:00,BC,2016,1,8,3,,1,,5,,0,,0,,0,,0,,,,,,0,,15,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.9,1/9/16 0:00,BC,2016,1,9,2,,-1,,5,,0,,0,,0,,0,,,,,,0,,16,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.10,1/10/16 0:00,BC,2016,1,10,3,,-1,,7,,0,,0,,0,,0,,,,,,0,,15,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.11,1/11/16 0:00,BC,2016,1,11,1.8,,-2,,5.5,,25.2,,25.2,,0,,0,,,,,,0,,16.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.12,1/12/16 0:00,BC,2016,1,12,2.3,,-3,,7.5,,28.2,,28.2,,0,,0,,,,,,0,,15.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.13,1/13/16 0:00,BC,2016,1,13,6,,5.5,,6.5,,4.1,,4.1,,0,,0,,,,,,0,,12,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.14,1/14/16 0:00,BC,2016,1,14,5,,2,,8,,0,,0,,0,,0,,,,,,0,,13,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.15,1/15/16 0:00,BC,2016,1,15,2.3,,-0.5,,5,,14.2,,14.2,,0,,0,,,,,,0,,15.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.16,1/16/16 0:00,BC,2016,1,16,5.8,,4,,7.5,,14.2,,14.2,,0,,0,,,,,,0,,12.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.17,1/17/16 0:00,BC,2016,1,17,6.8,,5.5,,8,,19.2,,19.2,,0,,0,,,,,,0,,11.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.18,1/18/16 0:00,BC,2016,1,18,7,,6,,8,,3,,3,,0,,0,,,,,,0,,11,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.19,1/19/16 0:00,BC,2016,1,19,6.3,,4.5,,8,,2,,2,,0,,0,,,,,,0,,11.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.20,1/20/16 0:00,BC,2016,1,20,4.8,,2.5,,7,,18.2,,18.2,,0,,0,,,,,,0,,13.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.21,1/21/16 0:00,BC,2016,1,21,7.3,,4.5,,10,,26.6,,26.6,,0,,0,,,,,,0,,10.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.22,1/22/16 0:00,BC,2016,1,22,9.5,,9,,10,,6.4,,6.4,,0,,0,,,,,,0,,8.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.23,1/23/16 0:00,BC,2016,1,23,5.3,,3,,7.5,,2.2,,2.2,,0,,0,,,,,,0,,12.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.24,1/24/16 0:00,BC,2016,1,24,6.5,,5,,8,,0,,0,,0,,0,,,,,,0,,11.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.25,1/25/16 0:00,BC,2016,1,25,5,,2,,8,,7.4,,7.4,,0,,0,,,,,,0,,13,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.26,1/26/16 0:00,BC,2016,1,26,8,,6.5,,9.5,,25.4,,25.4,,0,,0,,,,,,0,,10,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.27,1/27/16 0:00,BC,2016,1,27,10,,8,,12,,50.6,,50.6,,0,,0,,,,,,0,,8,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.28,1/28/16 0:00,BC,2016,1,28,10.3,,8.5,,12,,2,,2,,0,,0,,,,,,0,,7.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.29,1/29/16 0:00,BC,2016,1,29,4.5,,3.5,,5.5,,16.3,,16.3,,0,,0,,,,,,0,,13.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.30,1/30/16 0:00,BC,2016,1,30,3,,2,,4,,21,,21,,0,,0,,,,,,0,,15,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.1.31,1/31/16 0:00,BC,2016,1,31,2.5,,1,,4,,10.6,,10.6,,0,,0,,,,,,0,,15.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.1,2/1/16 0:00,BC,2016,2,1,4,,2,,6,,0.6,,0.6,,0,,0,,,,,,0,,14,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.2,2/2/16 0:00,BC,2016,2,2,3.3,,0.5,,6,,0.8,,0.8,,0,,0,,,,,,0,,14.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.3,2/3/16 0:00,BC,2016,2,3,4.5,,2,,7,,24,,24,,0,,0,,,,,,0,,13.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.4,2/4/16 0:00,BC,2016,2,4,5.5,,4,,7,,7.5,,7.5,,0,,0,,,,,,0,,12.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.5,2/5/16 0:00,BC,2016,2,5,6.8,,4.5,,9,,5.4,,5.4,,0,,0,,,,,,0,,11.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.6,2/6/16 0:00,BC,2016,2,6,6,,4,,8,,0,,0,,0,,0,,,,,,0,,12,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.7,2/7/16 0:00,BC,2016,2,7,5.3,,2,,8.5,,0.8,,0.8,,0,,0,,,,,,0,,12.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.8,2/8/16 0:00,BC,2016,2,8,8,,3,,13,,0,,0,,0,,0,,,,,,0,,10,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.9,2/9/16 0:00,BC,2016,2,9,7.5,,2,,13,,0,,0,,0,,0,,,,,,0,,10.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.10,2/10/16 0:00,BC,2016,2,10,8,,6,,10,,5.8,,5.8,,0,,0,,,,,,0,,10,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.11,2/11/16 0:00,BC,2016,2,11,7.5,,5,,10,,24.4,,24.4,,0,,0,,,,,,0,,10.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.12,2/12/16 0:00,BC,2016,2,12,10.3,,7.5,,13,,12.6,,12.6,,0,,0,,,,,,0,,7.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.13,2/13/16 0:00,BC,2016,2,13,6,,5,,7,,28,,28,,0,,0,,,,,,0,,12,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.14,2/14/16 0:00,BC,2016,2,14,6.8,,5,,8.5,,20,,20,,0,,0,,,,,,0,,11.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.15,2/15/16 0:00,BC,2016,2,15,8,,7,,9,,25.6,,25.6,,0,,0,,,,,,0,,10,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.16,2/16/16 0:00,BC,2016,2,16,9.3,,6.5,,12,,0.6,,0.6,,0,,0,,,,,,0,,8.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.17,2/17/16 0:00,BC,2016,2,17,8.5,,6.5,,10.5,,22,,22,,0,,0,,,,,,0,,9.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.18,2/18/16 0:00,BC,2016,2,18,6.3,,5,,7.5,,12.6,,12.6,,0,,0,,,,,,0,,11.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.20,2/20/16 0:00,BC,2016,2,20,6,,4,,8,,0,,0,,0,,0,,,,,,0,,12,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.21,2/21/16 0:00,BC,2016,2,21,3.5,,0,,7,,5,,5,,0,,0,,,,,,0,,14.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.22,2/22/16 0:00,BC,2016,2,22,5.8,,3.5,,8,,0,,0,,0,,0,,,,,,0,,12.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.23,2/23/16 0:00,BC,2016,2,23,5.5,,-1,,12,,0.4,,0.4,,0,,0,,,,,,0,,12.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.24,2/24/16 0:00,BC,2016,2,24,7.5,,2,,13,,0,,0,,0,,0,,,,,,0,,10.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.25,2/25/16 0:00,BC,2016,2,25,9,,3,,15,,0,,0,,0,,0,,,,,,0,,9,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.26,2/26/16 0:00,BC,2016,2,26,8.3,,3,,13.5,,1.6,,1.6,,0,,0,,,,,,0,,9.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.27,2/27/16 0:00,BC,2016,2,27,9.5,,7,,12,,8.8,,8.8,,0,,0,,,,,,0,,8.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.28,2/28/16 0:00,BC,2016,2,28,7.5,,5,,10,,8.4,,8.4,,0,,0,,,,,,0,,10.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.2.29,2/29/16 0:00,BC,2016,2,29,7.3,,4.5,,10,,7,,7,,0,,0,,,,,,0,,10.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.1,3/1/16 0:00,BC,2016,3,1,6.8,,4.5,,9,,25,,25,,0,,0,,,,,,0,,11.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.2,3/2/16 0:00,BC,2016,3,2,7.5,,5,,10,,7.2,,7.2,,0,,0,,,,,,0,,10.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.3,3/3/16 0:00,BC,2016,3,3,8.8,,6,,11.5,,3.8,,3.8,,0,,0,,,,,,0,,9.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.4,3/4/16 0:00,BC,2016,3,4,8.3,,6,,10.5,,16.8,,16.8,,0,,0,,,,,,0,,9.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.5,3/5/16 0:00,BC,2016,3,5,9.8,,6,,13.5,,12,,12,,0,,0,,,,,,0,,8.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.6,3/6/16 0:00,BC,2016,3,6,8.8,,7,,10.5,,7.6,,7.6,,0,,0,,,,,,0,,9.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.7,3/7/16 0:00,BC,2016,3,7,5.3,,4.5,,6,,18.4,,18.4,,0,,0,,,,,,0,,12.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.8,3/8/16 0:00,BC,2016,3,8,6.3,,3.5,,9,,1.4,,1.4,,0,,0,,,,,,0,,11.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.9,3/9/16 0:00,BC,2016,3,9,7.5,,4,,11,,33.8,,33.8,,0,,0,,,,,,0,,10.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.10,3/10/16 0:00,BC,2016,3,10,7,,5.5,,8.5,,20.8,,20.8,,0,,0,,,,,,0,,11,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.11,3/11/16 0:00,BC,2016,3,11,7.3,,3.5,,11,,12.6,,12.6,,0,,0,,,,,,0,,10.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.12,3/12/16 0:00,BC,2016,3,12,6.5,,5,,8,,10,,10,,0,,0,,,,,,0,,11.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.13,3/13/16 0:00,BC,2016,3,13,5.3,,3,,7.5,,24.4,,24.4,,0,,0,,,,,,0,,12.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.14,3/14/16 0:00,BC,2016,3,14,6.3,,3.5,,9,,7.6,,7.6,,0,,0,,,,,,0,,11.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.15,3/15/16 0:00,BC,2016,3,15,7,,3,,11,,4,,4,,0,,0,,,,,,0,,11,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.16,3/16/16 0:00,BC,2016,3,16,6.8,,3,,10.5,,0,,0,,0,,0,,,,,,0,,11.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.17,3/17/16 0:00,BC,2016,3,17,6.5,,0,,13,,0,,0,,0,,0,,,,,,0,,11.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.18,3/18/16 0:00,BC,2016,3,18,7.5,,0,,15,,0,,0,,0,,0,,,,,,0,,10.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.19,3/19/16 0:00,BC,2016,3,19,9.3,,3.5,,15,,3.8,,3.8,,0,,0,,,,,,0,,8.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.20,3/20/16 0:00,BC,2016,3,20,9.8,,8,,11.5,,9.6,,9.6,,0,,0,,,,,,0,,8.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.21,3/21/16 0:00,BC,2016,3,21,10,,6,,14,,10.2,,10.2,,0,,0,,,,,,0,,8,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.22,3/22/16 0:00,BC,2016,3,22,9.8,,6,,13.5,,3.2,,3.2,,0,,0,,,,,,0,,8.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.23,3/23/16 0:00,BC,2016,3,23,7,,6,,8,,28.6,,28.6,,0,,0,,,,,,0,,11,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.24,3/24/16 0:00,BC,2016,3,24,6,,4,,8,,9.2,,9.2,,0,,0,,,,,,0,,12,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.25,3/25/16 0:00,BC,2016,3,25,8,,4,,12,,0,,0,,0,,0,,,,,,0,,10,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.26,3/26/16 0:00,BC,2016,3,26,9.5,,4,,15,,18.2,,18.2,,0,,0,,,,,,0,,8.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.27,3/27/16 0:00,BC,2016,3,27,8.5,,5,,12,,1.8,,1.8,,0,,0,,,,,,0,,9.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.28,3/28/16 0:00,BC,2016,3,28,8,,2,,14,,0,,0,,0,,0,,,,,,0,,10,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.29,3/29/16 0:00,BC,2016,3,29,10,,2.5,,17.5,,0,,0,,0,,0,,,,,,0,,8,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.30,3/30/16 0:00,BC,2016,3,30,13.3,,4.5,,22,,0,,0,,0,,0,,,,,,0,,4.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.3.31,3/31/16 0:00,BC,2016,3,31,14.3,,6.5,,22,,0,,0,,0,,0,,,,,,0,,3.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.1,4/1/16 0:00,BC,2016,4,1,14.3,,6.5,,22,,0,,0,,0,,0,,,,,,0,,3.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.2,4/2/16 0:00,BC,2016,4,2,9.8,,2,,17.5,,0,,0,,0,,0,,,,,,0,,8.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.3,4/3/16 0:00,BC,2016,4,3,13.3,,6,,20.5,,26,,26,,0,,0,,,,,,0,,4.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.4,4/4/16 0:00,BC,2016,4,4,11.3,,8.5,,14,,0.6,,0.6,,0,,0,,,,,,0,,6.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.5,4/5/16 0:00,BC,2016,4,5,7,,5,,9,,5.8,,5.8,,0,,0,,,,,,0,,11,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.6,4/6/16 0:00,BC,2016,4,6,12,,7,,17,,0.4,,0.4,,0,,0,,,,,,0,,6,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.7,4/7/16 0:00,BC,2016,4,7,14.3,,5,,23.5,,0,,0,,0,,0,,,,,,0,,3.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.8,4/8/16 0:00,BC,2016,4,8,16.5,,9,,24,,0,,0,,0,,0,,,,,,0,,1.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.9,4/9/16 0:00,BC,2016,4,9,12.5,,5.5,,19.5,,0,,0,,0,,0,,,,,,0,,5.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.10,4/10/16 0:00,BC,2016,4,10,9.8,,5,,14.5,,0.4,,0.4,,0,,0,,,,,,0,,8.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.11,4/11/16 0:00,BC,2016,4,11,10.8,,8,,13.5,,1,,1,,0,,0,,,,,,0,,7.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.12,4/12/16 0:00,BC,2016,4,12,9.5,,7,,12,,11,,11,,0,,0,,,,,,0,,8.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.13,4/13/16 0:00,BC,2016,4,13,8,,4,,12,,1.2,,1.2,,0,,0,,,,,,0,,10,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.14,4/14/16 0:00,BC,2016,4,14,7.8,,4.5,,11,,0,,0,,0,,0,,,,,,0,,10.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.15,4/15/16 0:00,BC,2016,4,15,9.8,,7.5,,12,,0.6,,0.6,,0,,0,,,,,,0,,8.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.16,4/16/16 0:00,BC,2016,4,16,11,,6,,16,,0,,0,,0,,0,,,,,,0,,7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.17,4/17/16 0:00,BC,2016,4,17,14.5,,6,,23,,0,,0,,0,,0,,,,,,0,,3.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.18,4/18/16 0:00,BC,2016,4,18,19.3,,9,,29.5,,0,,0,,0,,0,,,,,,1.3,,0,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.19,4/19/16 0:00,BC,2016,4,19,19,,10.5,,27.5,,0,,0,,0,,0,,,,,,1,,0,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.20,4/20/16 0:00,BC,2016,4,20,18.8,,10,,27.5,,1,,1,,0,,0,,,,,,0.8,,0,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.21,4/21/16 0:00,BC,2016,4,21,17,,12.5,,21.5,,0.2,,0.2,,0,,0,,,,,,0,,1,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.22,4/22/16 0:00,BC,2016,4,22,11.8,,9,,14.5,,8.6,,8.6,,0,,0,,,,,,0,,6.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.23,4/23/16 0:00,BC,2016,4,23,12.8,,10,,15.5,,5,,5,,0,,0,,,,,,0,,5.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.24,4/24/16 0:00,BC,2016,4,24,10.5,,6,,15,,18.2,,18.2,,0,,0,,,,,,0,,7.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.25,4/25/16 0:00,BC,2016,4,25,9.5,,5,,14,,0.2,,0.2,,0,,0,,,,,,0,,8.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.26,4/26/16 0:00,BC,2016,4,26,9.8,,3.5,,16,,0,,0,,0,,0,,,,,,0,,8.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.27,4/27/16 0:00,BC,2016,4,27,9.8,,3.5,,16,,0,,0,,0,,0,,,,,,0,,8.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.28,4/28/16 0:00,BC,2016,4,28,11.5,,5,,18,,0.8,,0.8,,0,,0,,,,,,0,,6.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.29,4/29/16 0:00,BC,2016,4,29,11,,7,,15,,0,,0,,0,,0,,,,,,0,,7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.4.30,4/30/16 0:00,BC,2016,4,30,12.5,,5,,20,,0,,0,,0,,0,,,,,,0,,5.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.5.1,5/1/16 0:00,BC,2016,5,1,16,,7,,25,,0,,0,,0,,0,,,,,,0,,2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.5.2,5/2/16 0:00,BC,2016,5,2,19.8,,10,,29.5,,0.2,,0.2,,0,,0,,,,,,1.8,,0,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.5.3,5/3/16 0:00,BC,2016,5,3,17.8,,12,,23.5,,1.2,,1.2,,0,,0,,,,,,0,,0.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.5.4,5/4/16 0:00,BC,2016,5,4,12.3,,9.5,,15,,3,,3,,0,,0,,,,,,0,,5.7,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.5.5,5/5/16 0:00,BC,2016,5,5,14.5,,8,,21,,0,,0,,0,,0,,,,,,0,,3.5,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.5.6,5/6/16 0:00,BC,2016,5,6,17.8,,9.5,,26,,0,,0,,0,,0,,,,,,0,,0.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.5.7,5/7/16 0:00,BC,2016,5,7,16.8,,9,,24.5,,0,,0,,0,,0,,,,,,0,,1.2,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.5.8,5/8/16 0:00,BC,2016,5,8,17,,9,,25,,4.4,,4.4,,0,,0,,,,,,0,,1,,,,,
-122.5731667,49.26447222,HANEY UBC RF ADMIN,1103332,1103332.2016.5.9,5/9/16 0:00,BC,2016,5,9,14.3,,8.5,,20,,0,,0,,0,,0,,,,,,0,,3.7,,,,,
